Título,Tipo de Propiedad,Dirección,Zona,Número de Ambientes,Dormitorios,Número de Baños,Superficie Total,Superficie Construida,Precio,Expensas,Fecha de Publicación
Se vende un departamento monoambiente en Palermo,"Departamento - Departamento
Gascón 12400, Palermo, CABA","Departamento - Departamento
Gascón 12400, Palermo, CABA",", Palermo, CABA",1 Ambiente,1 Baño,No especificado,26 m² cubierto,No especificado,USD 70.000,No especificado,Publicado el 28/10/2024
APTO CREDITO 2 Ambientes C/ Balcón Terraza Super Luminoso,"Departamento - Departamento
Pehuajo 900, Floresta, CABA","Departamento - Departamento
Pehuajo 900, Floresta, CABA",", Floresta, CABA",2 Ambientes,1 Dorm.,1 Baño,64 m² total,38 m² cubierto,USD 89.500,No especificado,Publicado el 28/10/2024
AMPLIO PISO DE 4 AMBIENTES SITUADO EN EL CORAZÓN DE DEVOTO,"Departamento - Piso
Habana al 4500, Villa Devoto, CABA","Departamento - Piso
Habana al 4500, Villa Devoto, CABA",", Villa Devoto, CABA",4 Ambientes,3 Dorm.,2 Baños,3 Cocheras,177 m² total,USD 750.000,No especificado,Publicado el 28/10/2024
Amplio y Luminoso departamento de 2 ambientes en Flores,"Departamento - Departamento
Avenida Varela al 0, Flores Norte, CABA","Departamento - Departamento
Avenida Varela al 0, Flores Norte, CABA",", Flores Norte, CABA",2 Ambientes,1 Dorm.,1 Baño,48.67 m² total,46.26 m² cubierto,USD 84.000,No especificado,Publicado el 28/10/2024
Casa con 3 Unidades Funcionales en Parque Cha,"Casa - Casa
Andonaegui al 1100, Parque Chas, CABA","Casa - Casa
Andonaegui al 1100, Parque Chas, CABA",", Parque Chas, CABA",4 Ambientes,3 Dorm.,3 Baños,369 m² total,369 m² cubierto,USD 420.000,No especificado,Publicado el 28/10/2024
2 amb fte bcon Alto Palermo,"Departamento - Departamento
Vidt al 1600, Palermo Soho, CABA","Departamento - Departamento
Vidt al 1600, Palermo Soho, CABA",", Palermo Soho, CABA",2 Ambientes,1 Dorm.,1 Baño,42 m² total,40 m² cubierto,USD 114.000,Expensas: $55.000,Publicado el 28/10/2024
Venta de departamento de 2 ambientes zona SHOPPING ABASTO,"Departamento - Departamento
Jean Jaures al 600, Balvanera Once, CABA","Departamento - Departamento
Jean Jaures al 600, Balvanera Once, CABA",", Balvanera Once, CABA",2 Ambientes,1 Dorm.,1 Baño,35 m² total,35 m² cubierto,USD 57.500,Expensas: $69.000,Publicado el 28/10/2024
6 amb. cochera tza propia,"Casa - Casa
Ricardo Gutiérrez al 4500, Villa Devoto, CABA","Casa - Casa
Ricardo Gutiérrez al 4500, Villa Devoto, CABA",", Villa Devoto, CABA",6 Ambientes,3 Dorm.,3 Baños,1 Cochera,142 m² total,USD 240.000,Expensas: $50.000,Publicado el 28/10/2024
Departamento 4 ambientes en Caballito,"Departamento - Departamento
Valle al 500, Caballito, CABA","Departamento - Departamento
Valle al 500, Caballito, CABA",", Caballito, CABA",4 Ambientes,3 Dorm.,1 Baño,87 m² total,77 m² cubierto,USD 175.000,Expensas: $98.000,Publicado el 28/10/2024
Departamento en venta de 2 dormitorios en Villa Gral. Mitre,"Departamento
Dpto. 3 Ambientes Marigariños Cervantes 1641 CABA Comuna al 0, Villa General Mitre, CABA","Departamento
Dpto. 3 Ambientes Marigariños Cervantes 1641 CABA Comuna al 0, Villa General Mitre, CABA",", Villa General Mitre, CABA",3 Ambientes,2 Dorm.,1 Baño,56 m² total,53 m² cubierto,USD 86.500,Expensas: USD 200.000,Publicado el 28/10/2024
Departamento Duplex En Venta En Palermo A Estrenar,"Departamento - Departamento
Fitz Roy al al 1400, Palermo, CABA","Departamento - Departamento
Fitz Roy al al 1400, Palermo, CABA",", Palermo, CABA",3 Ambientes,1 Dorm.,2 Baños,74 m² total,74 m² cubierto,USD 155.000,Expensas: $210.000,Publicado el 28/10/2024
Venta Departamento 2 Ambientes Con Balcón En Nuñez A Estrenar,"Departamento - Departamento
Cabildo al al 4600, Nuñez, CABA","Departamento - Departamento
Cabildo al al 4600, Nuñez, CABA",", Nuñez, CABA",2 Ambientes,1 Dorm.,1 Baño,48 m² total,40 m² cubierto,USD 156.000,No especificado,Publicado el 28/10/2024
Venta Departamento 4 Ambientes En Floresta,"Departamento - Departamento
San Nicolas al 0, Floresta, CABA","Departamento - Departamento
San Nicolas al 0, Floresta, CABA",", Floresta, CABA",4 Ambientes,3 Dorm.,1 Baño,94 m² total,91 m² cubierto,USD 145.000,No especificado,Publicado el 28/10/2024
Departamento En Recoleta,"Departamento - Departamento
Pacheco de Melo al al 2400, Recoleta, CABA","Departamento - Departamento
Pacheco de Melo al al 2400, Recoleta, CABA",", Recoleta, CABA",3 Ambientes,2 Dorm.,1 Baño,55 m² total,44 m² cubierto,USD 134.000,No especificado,Publicado el 28/10/2024
Venta Departamento Monoambiente En La Paternal,"Departamento - Departamento
de Octubre al 1800 al 0, La Paternal, CABA","Departamento - Departamento
de Octubre al 1800 al 0, La Paternal, CABA",", La Paternal, CABA",1 Ambiente,1 Dorm.,1 Baño,48 m² total,48 m² cubierto,USD 87.000,No especificado,Publicado el 28/10/2024
RECOLETA - DUPLEX - 3 AMB. CON BALCÓN TERRAZA - 120 M2 TOTALES - IMPERDIBLE !!,"Departamento - Departamento
Austria 1700, Barrio Norte Recoleta, CABA","Departamento - Departamento
Austria 1700, Barrio Norte Recoleta, CABA",", Barrio Norte Recoleta, CABA",3 Ambientes,2 Dorm.,2 Baños,120 m² total,No especificado,USD 289.000,No especificado,Publicado el 28/10/2024
"DEPARTAMENTO 3 AMBIENTES - PALERMO, CAPITAL FEDERAL","Departamento - Departamento
Armenia al 2100, Palermo, CABA","Departamento - Departamento
Armenia al 2100, Palermo, CABA",", Palermo, CABA",3 Ambientes,2 Dorm.,2 Baños,85 m² total,78 m² cubierto,USD 320.000,No especificado,Publicado el 27/10/2024
venta departamento de 2 ambientes Palermo,"Departamento - Departamento
AV CABILDO al 100, Palermo, CABA","Departamento - Departamento
AV CABILDO al 100, Palermo, CABA",", Palermo, CABA",2 Ambientes,1 Dorm.,1 Baño,36 m² total,34 m² cubierto,USD 90.000,Expensas: $115.969,Publicado el 27/10/2024
Departamento 2 ambientes venta Villa Urquiza,"Departamento - Departamento
AV TRIUNVIRATO al 5400, Villa Urquiza, CABA","Departamento - Departamento
AV TRIUNVIRATO al 5400, Villa Urquiza, CABA",", Villa Urquiza, CABA",2 Ambientes,1 Dorm.,1 Baño,56 m² total,52 m² cubierto,USD 110.000,Expensas: $90.000,Publicado el 27/10/2024
Departamento De 1 Ambiente En Venta En Almagro,"Departamento
HUMAHUACA al 4500, Almagro Norte, CABA","Departamento
HUMAHUACA al 4500, Almagro Norte, CABA",", Almagro Norte, CABA",1 Ambiente,1 Baño,No especificado,30 m² cubierto,No especificado,USD 73.000,Expensas: $60.000,Publicado el 26/10/2024
Departamento De 2 Ambientes En Venta En Centro,"Departamento
ESMERALDA al 700, undefined, CABA","Departamento
ESMERALDA al 700, undefined, CABA",", undefined, CABA",2 Ambientes,1 Dorm.,1 Baño,53 m² total,50 m² cubierto,USD 105.000,No especificado,Publicado el 26/10/2024
2 Amb - 36m2 - Emilio Mitre 800 - Esq. Pque. Chacabuco,"Departamento - Departamento
Emilio Mitre al al 800, Parque Chacabuco, CABA","Departamento - Departamento
Emilio Mitre al al 800, Parque Chacabuco, CABA",", Parque Chacabuco, CABA",2 Ambientes,1 Dorm.,1 Baño,36 m² total,36 m² cubierto,USD 68.000,No especificado,Publicado el 26/10/2024
Departamento En Barrio Norte,"Departamento - Departamento
Billinghurst al al 1600, Barrio Norte, CABA","Departamento - Departamento
Billinghurst al al 1600, Barrio Norte, CABA",", Barrio Norte, CABA",4 Ambientes,3 Dorm.,2 Baños,1 Cochera,160 m² total,USD 420.000,No especificado,Publicado el 26/10/2024
Departamento 3 Ambientes Venta - Belgrano R,"Departamento - Departamento
Av Olazabal al Entre Ramon Freire y Zapiola al 3100, Belgrano R, CABA","Departamento - Departamento
Av Olazabal al Entre Ramon Freire y Zapiola al 3100, Belgrano R, CABA",", Belgrano R, CABA",3 Ambientes,2 Dorm.,1 Baño,40 m² total,40 m² cubierto,USD 110.000,No especificado,Publicado el 26/10/2024
Departamento Monoambiente Venta - Palermo,"Departamento - Departamento
Norberto Mansilla al Entre Bulnes y Guise al 3500, Palermo, CABA","Departamento - Departamento
Norberto Mansilla al Entre Bulnes y Guise al 3500, Palermo, CABA",", Palermo, CABA",1 Ambiente,1 Baño,No especificado,22 m² cubierto,No especificado,USD 54.000,No especificado,Publicado el 26/10/2024
Casa En 4 Amb Lote De 18.95 X 8.66 Monte Castro,"Casa - Casa
Virgilio al 1700, Monte Castro, CABA","Casa - Casa
Virgilio al 1700, Monte Castro, CABA",", Monte Castro, CABA",4 Ambientes,3 Dorm.,2 Baños,1 Cochera,165 m² total,USD 200.000,No especificado,Publicado el 26/10/2024
Departamento Ideal Estudiante. Apto Credito,"Departamento - Departamento
Rodriguez Peña al al 1200, Recoleta, CABA","Departamento - Departamento
Rodriguez Peña al al 1200, Recoleta, CABA",", Recoleta, CABA",1 Ambiente,1 Baño,No especificado,33 m² cubierto,No especificado,USD 92.000,No especificado,Publicado el 26/10/2024
Departamento tipo PH en San Cristobal,"Departamento - Departamento
Humberto 1º al 2400, San Cristóbal, CABA","Departamento - Departamento
Humberto 1º al 2400, San Cristóbal, CABA",", San Cristóbal, CABA",4 Ambientes,3 Dorm.,1 Baño,52.5 m² total,50.5 m² cubierto,USD 85.500,No especificado,Publicado el 26/10/2024
Departamento 4 Ambientes En Torres ¨los Naranjos,"Departamento - Departamento
Remedios Escalada de San Martín al al 2700, undefined, CABA","Departamento - Departamento
Remedios Escalada de San Martín al al 2700, undefined, CABA",", undefined, CABA",4 Ambientes,3 Dorm.,1 Baño,72 m² total,68 m² cubierto,USD 146.900,No especificado,Publicado el 26/10/2024
"P. I. Rivera 4800, Departamento 1 Ambiente C/balcón - Excelente Estado!!!","Departamento - Departamento
P I Rivera al al 4800, Villa Urquiza, CABA","Departamento - Departamento
P I Rivera al al 4800, Villa Urquiza, CABA",", Villa Urquiza, CABA",1 Ambiente,1 Baño,No especificado,32 m² cubierto,No especificado,USD 79.500,No especificado,Publicado el 26/10/2024
Departamento En Villa Del Parque,"Departamento - Departamento
General Rivas al al 2400, Villa del Parque, CABA","Departamento - Departamento
General Rivas al al 2400, Villa del Parque, CABA",", Villa del Parque, CABA",2 Ambientes,1 Dorm.,1 Baño,44 m² total,30 m² cubierto,USD 118.000,No especificado,Publicado el 26/10/2024
Monoambiente Dividido-patio-placar-apto Prof-agua Central,"Departamento - Departamento
Solis al 600, Monserrat, CABA","Departamento - Departamento
Solis al 600, Monserrat, CABA",", Monserrat, CABA",1 Baño,No especificado,No especificado,No especificado,No especificado,USD 41.000,No especificado,Publicado el 26/10/2024
Departamento 2 Ambientes En Mataderos,"Departamento - Departamento
Emilio Castro al 6400, Mataderos, CABA","Departamento - Departamento
Emilio Castro al 6400, Mataderos, CABA",", Mataderos, CABA",3 Ambientes,2 Dorm.,2 Baños,32 m² total,30 m² cubierto,USD 82.500,No especificado,Publicado el 26/10/2024
Monoambiente Dividido-patio-placar-apto Prof-agua Central,"Departamento - Departamento
Solis al 600, Monserrat, CABA","Departamento - Departamento
Solis al 600, Monserrat, CABA",", Monserrat, CABA",1 Baño,No especificado,No especificado,No especificado,No especificado,USD 41.000,No especificado,Publicado el 26/10/2024
Excelente Depto. Dividido - Zona Inmejorable - Pisos Plast.,"Departamento - Departamento
Lavalle 5° al 1600, San Nicolás, CABA","Departamento - Departamento
Lavalle 5° al 1600, San Nicolás, CABA",", San Nicolás, CABA",2 Ambientes,1 Dorm.,1 Baño,34 m² total,34 m² cubierto,USD 59.800,No especificado,Publicado el 26/10/2024
Excelente Depto. Amplio-muchísima Luz Y Aire-aire Acond.-lav,"Departamento - Departamento
Solis Al al 600, Monserrat, CABA","Departamento - Departamento
Solis Al al 600, Monserrat, CABA",", Monserrat, CABA",3 Ambientes,2 Dorm.,1 Baño,46 m² total,46 m² cubierto,USD 89.200,No especificado,Publicado el 26/10/2024
Excelente 3 Ambientes Súper Luminoso. Vista Abierta.cocina I,"Departamento - Departamento
Solis al 600, Monserrat, CABA","Departamento - Departamento
Solis al 600, Monserrat, CABA",", Monserrat, CABA",3 Ambientes,2 Dorm.,1 Baño,42 m² total,42 m² cubierto,USD 60.000,No especificado,Publicado el 26/10/2024
Exte.depto.con Patio Propio Súper Amplio Y Exclusivo-subte,"Departamento - Departamento
Membrillar 1° al 0, Flores, CABA","Departamento - Departamento
Membrillar 1° al 0, Flores, CABA",", Flores, CABA",2 Ambientes,1 Dorm.,2 Baños,127 m² total,50 m² cubierto,USD 149.800,No especificado,Publicado el 26/10/2024
Excelente Loft Al Frente Con Balcón Amplio.-cochera Fija.-su,"Departamento - Departamento
Boyaca al 500, Flores, CABA","Departamento - Departamento
Boyaca al 500, Flores, CABA",", Flores, CABA",2 Ambientes,1 Dorm.,1 Baño,1 Cochera,43 m² total,USD 89.900,No especificado,Publicado el 26/10/2024
Excel.depto-vista A Jardín-baulera-ascensor-luminoso-credito,"Departamento - Departamento
Cochabamba al 1700, Constitución, CABA","Departamento - Departamento
Cochabamba al 1700, Constitución, CABA",", Constitución, CABA",2 Ambientes,1 Dorm.,1 Baño,38 m² total,38 m² cubierto,USD 51.900,No especificado,Publicado el 26/10/2024
Excelente Depto. Amplio. Sùper Luminoso-baja Expensa,"Departamento - Departamento
Solis Al al 600, Monserrat, CABA","Departamento - Departamento
Solis Al al 600, Monserrat, CABA",", Monserrat, CABA",3 Ambientes,2 Dorm.,1 Baño,40 m² total,40 m² cubierto,USD 48.000,No especificado,Publicado el 26/10/2024
Once - Venta Departamento,"Departamento - Departamento
Avenida Rivadavia al 2500, Balvanera Once, CABA","Departamento - Departamento
Avenida Rivadavia al 2500, Balvanera Once, CABA",", Balvanera Once, CABA",2 Ambientes,No especificado,No especificado,No especificado,No especificado,USD 79.000,Expensas: $90.000,Publicado el 26/10/2024
Retiro - Venta Departamento Monoambiente,"Departamento - Monoambiente
Uruguay al 900, Retiro Plaza San Martín, CABA","Departamento - Monoambiente
Uruguay al 900, Retiro Plaza San Martín, CABA",", Retiro Plaza San Martín, CABA",1 Ambiente,1 Dorm.,1 Baño,30 m² total,30 m² cubierto,USD 70.000,Expensas: $70.000,Publicado el 26/10/2024
INCREIBLE DEPARTAMENTO DE 3 AMBIENTES EN RETIRO,"Departamento - Departamento
Tres Sargentos al 400, Retiro, CABA","Departamento - Departamento
Tres Sargentos al 400, Retiro, CABA",", Retiro, CABA",3 Ambientes,2 Dorm.,2 Baños,77 m² total,70 m² cubierto,USD 121.800,Expensas: $136.600,Publicado el 26/10/2024
ESTUPENDO DEPARTAMENTO/OFICINA DE 4 AMBIENTES,"Departamento - Departamento
Tucumán al 1400, San Nicolás Tribunales, CABA","Departamento - Departamento
Tucumán al 1400, San Nicolás Tribunales, CABA",", San Nicolás Tribunales, CABA",4 Ambientes,3 Dorm.,1 Baño,54 m² total,54 m² cubierto,USD 102.900,Expensas: $153.300,Publicado el 26/10/2024
Casa en venta 4 ambientes Boedo,"Casa - Casa
Maza al 2100, Boedo, CABA","Casa - Casa
Maza al 2100, Boedo, CABA",", Boedo, CABA",4 Ambientes,3 Dorm.,1 Baño,155 m² total,125 m² cubierto,USD 130.000,Expensas: $850.000,Publicado el 26/10/2024
Venta Puerto Madero 4 ambientes Torre Renoir Piso alto,"Departamento - Piso
Marta Lynch al 400, Puerto Madero, CABA","Departamento - Piso
Marta Lynch al 400, Puerto Madero, CABA",", Puerto Madero, CABA",4 Ambientes,3 Dorm.,3 Baños,170 m² total,170 m² cubierto,USD 1.100.000,Expensas: $15.000,Publicado el 26/10/2024
Casa en Venta Villa lugano 4 ambientes ideal 2 familias,"Casa - Casa
Miralla al 3500, Villa Lugano, CABA","Casa - Casa
Miralla al 3500, Villa Lugano, CABA",", Villa Lugano, CABA",4 Ambientes,3 Dorm.,No especificado,300 m² cubierto,No especificado,USD 320.000,Expensas: $75.000,Publicado el 26/10/2024
Av Avellaneda 1800 Caballito 1amb U$67.000,"Departamento - Departamento
Av Avellaneda al 1800, Caballito, CABA","Departamento - Departamento
Av Avellaneda al 1800, Caballito, CABA",", Caballito, CABA",1 Ambiente,1 Baño,No especificado,28 m² cubierto,No especificado,USD 67.000,Expensas: $150.000,Publicado el 26/10/2024
Fray Luis Beltrán 100 Flores 3amb U$145.000,"Departamento - Departamento
Fray Luis Beltrán al 100, Flores, CABA","Departamento - Departamento
Fray Luis Beltrán al 100, Flores, CABA",", Flores, CABA",3 Ambientes,2 Dorm.,1 Baño,67 m² total,67 m² cubierto,USD 145.000,No especificado,Publicado el 26/10/2024
VENTA DEPARTAMENTO SAN TELMO APTO CREDITO,"Departamento - Departamento
TACUARI al 100, San Telmo, CABA","Departamento - Departamento
TACUARI al 100, San Telmo, CABA",", San Telmo, CABA",2 Ambientes,1 Dorm.,1 Baño,48 m² total,44 m² cubierto,USD 82.000,No especificado,Publicado el 26/10/2024
Departamento De 2 Ambientes En Venta En Parque Centenario,"Departamento
OTAMENDI al 600, Caballito, CABA","Departamento
OTAMENDI al 600, Caballito, CABA",", Caballito, CABA",2 Ambientes,1 Dorm.,1 Baño,55 m² total,50 m² cubierto,USD 90.000,No especificado,Publicado el 25/10/2024
Edificio Boutique Live Belgrano Arcos Monoambiente En Venta,"Departamento - Departamento
Arcos al al 2000, Belgrano, CABA","Departamento - Departamento
Arcos al al 2000, Belgrano, CABA",", Belgrano, CABA",1 Ambiente,1 Baño,No especificado,39 m² cubierto,No especificado,USD 158.000,No especificado,Publicado el 25/10/2024
"Departamento 1,2 Y 4 Ambientes En Mataderos Con Balcón En Construcción","Departamento - Departamento
Pizarro al 7100, Mataderos, CABA","Departamento - Departamento
Pizarro al 7100, Mataderos, CABA",", Mataderos, CABA",1 Ambiente,1 Baño,No especificado,33 m² cubierto,No especificado,USD 75.000,No especificado,Publicado el 25/10/2024
Departamento 2 Ambiente En Venta. Apto Crédito Con Terraza. Mataderos,"Departamento - Departamento
Guamini al 1500, Mataderos, CABA","Departamento - Departamento
Guamini al 1500, Mataderos, CABA",", Mataderos, CABA",2 Ambientes,1 Dorm.,1 Baño,46 m² total,41 m² cubierto,USD 108.000,No especificado,Publicado el 25/10/2024
Departamento En Venta De 5 Ambientes En Belgrano. Orientación Norte. Luminoso,"Departamento - Departamento
Olazabal al 2500, Belgrano, CABA","Departamento - Departamento
Olazabal al 2500, Belgrano, CABA",", Belgrano, CABA",5 Ambientes,4 Dorm.,1 Baño,100 m² total,92 m² cubierto,USD 236.500,No especificado,Publicado el 25/10/2024
"Departamento 1,2 Y 4 Ambientes En Mataderos Con Balcón En Construcción","Departamento - Departamento
Pizarro al 7100, Mataderos, CABA","Departamento - Departamento
Pizarro al 7100, Mataderos, CABA",", Mataderos, CABA",1 Ambiente,1 Baño,No especificado,33 m² cubierto,No especificado,USD 75.000,No especificado,Publicado el 25/10/2024
"Departamento 1,2 Y 4 Ambientes En Mataderos Con Balcón En Construcción","Departamento - Departamento
Pizarro al 7100, Mataderos, CABA","Departamento - Departamento
Pizarro al 7100, Mataderos, CABA",", Mataderos, CABA",1 Ambiente,1 Baño,No especificado,33 m² cubierto,No especificado,USD 75.000,No especificado,Publicado el 25/10/2024
"Departamento 1,2 Y 4 Ambientes En Mataderos Con Balcón En Construcción","Departamento - Departamento
Pizarro al 7100, Mataderos, CABA","Departamento - Departamento
Pizarro al 7100, Mataderos, CABA",", Mataderos, CABA",1 Ambiente,1 Baño,No especificado,33 m² cubierto,No especificado,USD 75.000,No especificado,Publicado el 25/10/2024
